,ï»¿Review_title,Body,new_reviews
79,An above average government college,"The college experience is good but the college itself isn't something great as hyped. The infrastructure and hostel facilities can greatly improve. The placements and clubs are great however and should help you get through the 4 years of your engineering life without my issue.
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",the college experience good college be not something great hype the infrastructure hostel facility greatly improve the placement club great however help get 4 year engineering life without issue Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
80,Good university and among the best in india.,"The college has decent infrastructure and a good study atmosphere overall if one sticks with the right crowd. Like all colleges there is a vibrant social and student life here. One shound learn to balance this with academics to make use of the wonderful placement opportunities here.
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",the college decent infrastructure good study atmosphere overall one stick right crowd like college vibrant social student life one shound learn balance academic make use wonderful placement opportunity Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
81,A decent college with a good standard of education,"The first thing in NITT is to forget the luxury of your home. The heat here is unbearable and the hostels and maintained to a bare livable condition. The way to get past all this is by focusing on studies and clubs and making a lot of friends. There is no shortage of any of this here. You would have to self study since most of us here struggle to understand the faculty. But othertwiseven the institute has a great placement record and is on par with most IITS
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",the first thing nitt forget luxury home the heat unbearable hostel maintain bare livable condition the way get past focus study club make lot friend there shortage you would self study since we struggle understand faculty but othertwiseven institute great placement record par iits Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
82,Good college with decent crowd and atmosphere,"When I joined college I was amazed by the level of infrastructure and the student life here. Ithe was of a very high standard not something you would see in a government institute. The facuity are good but students will have to work hard to stay in touch with the subjects. The college life is great with it being very easy to find Friends with the wide diaspora here.
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",when I join college I amazed level infrastructure student life ithe high standard something would see government institute the facuity good student work hard stay touch subject the college life great easy find friend wide diaspora Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
83,All that glitters,"NIT Trichy boasts of a vast campus with ever-improving infrastructure (new lecture halls, bigger auditoriums, refurbished library, new hostels) to accommodate the increasing number of students. Hostels are just about okay, but fortunately there arenât any problems with water supply at least. First years share their rooms with three other students, second and third year students with one more, while final year students normally have a room to themselves, although that may change a bit due to the increased intake of NIT Trichy. The entire campus is WiFi enabled, but as of now they have huge computer rooms in each hostel which are open 24 hours a day. Specialised internet labs are also available. Students sometimes complain about the ânot so greatâ library, but that promises to improve too very soon.
Hostel life in nit trichy is pretty enjoyable. As all colleges you will have regular exams, but apart from that all the time u can chill. There is curfew for first years but even that is flexible. Rules are stricter for girls, so forget romantic moonlight walk. Overall life is enjoyable. There are good and bad people everywhere, it only depends on who you associate with.
College life is filled with activities around the year. The annual cultural festival ('Festember') , Techno-management festival ('Pragyan') are complemented by department symposiums, inter departmental cultural fests, club activities (which include technical and cultural events). Technical and cultural fests are organised on a very large scale and the entire year is spent on making every edition better than the previous one. Individual hostels, inter-hostels, inter year events are conducted by various clubs, and the hostels themselves. Round the year there are sports events, social and cultural activities, technical competitions, workshops, and lectures (on robotics , computing , etc ).
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",NIT Trichy boast vast campus everimprove infrastructure new lecture hall big auditorium refurbish library new hostel accommodate increase number student Hostels okay fortunately arenât problem water supply least first year share room three student second third year student one final year student normally room although may change bit due increase intake NIT Trichy the entire campus WiFi enable huge computer room hostel open 24 hour day specialised internet lab also available student sometimes complain ânot greatâ library promise improve soon Hostel life nit trichy pretty enjoyable as college regular exam apart time u chill there curfew first year even flexible Rules strict girl forget romantic moonlight walk overall life enjoyable there good bad people everywhere depend associate College life fill activity around year the annual cultural festival Festember Technomanagement festival Pragyan complement department symposium inter departmental cultural fest club activity include technical cultural event technical cultural fest organise large scale entire year spend make every edition well previous one individual hostel interhostel inter year event conduct various club hostel round year sport event social cultural activity technical competition workshop lecture robotic compute etc Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
84,Promising Experience,"NIT Trichy has shown me the that life is challenging and has rescued me out of my comfort zone. The huge campus and infrastructure has always been a boon and has helped overcome all my hurdles. The diverse composition of the student community is unique and interesting. This college has helped me grow and develop as a person. I could've not asked for a better college life.
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",NIT Trichy show life challenge rescue comfort zone the huge campus infrastructure always boon help overcome hurdle the diverse composition student community unique interesting this college help grow develop person I could ve ask well college life Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
85,A ride not to miss,"My four years at NIT trichy have been a roller coaster ride. I have learned so much by being a part of this prestigious institute. Involvement in various club activities and fests have given me lot of exposure. The educational aspects are one of the best in India with state of the art facilities. All in all this college should be on your radar if your looking for a good one.
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",my four year NIT trichy roller coaster ride I learn much part prestigious institute Involvement various club activity fest give lot exposure the educational aspect one good India state art facility all college radar look good one Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
86,Freedom at its best and a good workspace,"Well constructed hostels, professional professors and a very nice climate to live in. The fee for Casa students is too high and I see that as the only demerit of the college. Good placements and has all necessities inside the campus. The mess food sometimes isn't really worth the paynin terms of taste but has its own quality. If the taste is improvised then it could be better. The college cultural and technical fest is the best part where the students organize, participate and also have fun during it. Simply national institute of technology tiruchirapalli at its best
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",well construct hostel professional professor nice climate live the fee Casa student high I see demerit college good placement necessity inside campus the mess food sometimes be not really worth paynin term taste quality if taste improvise could well the college cultural technical f good part student organize participate also fun simply national institute technology tiruchirapalli good Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
87,Learn your life and engineering,"College life is best time in anyone's  life . And being in nit, it's a real difference feel. You get plenty of opportunities, like minded peer, and best of all is large amount of fun.
There are so many clubs for you to choose according to your interests . Here the concept is very simple, the achievements that u get is purely because of you, no one forces you to study or do this or do that. U chose what u want. And that's what is most important in life.
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",college life good time anyone life and nit real difference feel you get plenty opportunity like minded peer good large amount fun there many club choose accord interest here concept simple achievement u get purely one force study U choose u want and that s important life Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
88,Unity in Diversity,"In spite of being in the south, my college has a diverse population of students from every part of the country. This builds a very healthy atmosphere for cross cultural interactions and communication. The diverse student crowd in campus also leads to the grand celebrations of almost all the festivals celebrated in India. Meeting people from different cultural backgrounds, working with them and making friends with them is what makes my college life enjoyable. The academics and other facilities provided by the college are more than sufficient to cater our needs. However we have poor hostel facilities and this must be looked into.
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",in spite south college diverse population student every part country this build healthy atmosphere cross cultural interaction communication the diverse student crowd campus also lead grand celebration almost festival celebrate India Meeting people different cultural background work make friend make college life enjoyable the academic facility provide college sufficient cater need however poor hostel facility must look Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
89,The perfect place for enthusiasts,"From technical clubs to best cultural teams, best faculty to amazing placements, this college has everything an engineering student needs to equip himself for the competitive world. The college provides various opportunities to enhance our skills from various aspects.  A few drawbacks are the average infrastructural facilities, hostel facilities and curfew for girls. The hostels are old and must be renewed. I feel that NITT, being a college of national importance must remove the curfew for girls which prevents them from using facilities available in campus after 9 PM.
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",from technical club good cultural team good faculty amazing placement college everything engineering student need equip competitive world the college provide various opportunity enhance skill various aspect a drawback average infrastructural facility hostel facility curfew girl the hostel old must renew I feel NITT college national importance must remove curfew girl prevent use facility available campus 9 pm Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
90,Definitely one of the best NITs,"The college is known for its placements and after entering the college I realised how true that is. Placements especially for circuital branches is amazing. Giants like Microsoft, Amazon,TI etc come every year. The faculties are fairly good. College life is fun! Infrastructural facilities could be improved considering this is one of the best colleges in India
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",the college know placement enter college I realise true Placements especially circuital branch amazing Giants like Microsoft AmazonTI etc come every year the faculty fairly good College life fun infrastructural facility could improve consider one good college India Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
91,A wonderful place to learn ad grow,"The college is known for its core engineering branches. The college has average infrastructure facilities. I feel that the labs could be improved much more as most of the equipments are really old. The faculty good. The industry exposure is indeed brilliant considering the number of amazing speakers who come to our college to deliver their lectures in symposiums, summits and the Technical fest. The college life inside campus is decent. We have quite a few food outlets inside campus and nearby. The college tries its best to cater the needs of all the students which makes it one of the best.
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",the college know core engineering branch the college average infrastructure facility I feel lab could improve much equipment really old the faculty good the industry exposure indeed brilliant consider number amazing speaker come college deliver lecture symposium summit technical f the college life inside campus decent we quite food outlet inside campus nearby the college try good cater need student make one good Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
92,A fun filled place,"The place is truly magical. It boasts a multicultural student crowd. The campus is so big that you could probably kill and bury someone and the police will have a tough time finding the body. As expected most of the college is empty or barren. In IIT Madras you have deers and peacocks but in NITT you see exotic animals like cows, dogs and goats. Nevertheless it's the people who make the place truly what it is.
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",the place truly magical it boast multicultural student crowd the campus big could probably kill bury someone police tough time find body as expect college empty barren in IIT Madras deer peacock nitt see exotic animal like cow dog goat nevertheless people make place truly Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
93,The most important part of my life,"As far as it is concerned about college life, it is the best place to learn what life is all about.The faculties are knowledgeable and help in every aspect.Infrastructure is good enough for a person to survive in the scrotching weather of Trichy. On a whole, it is the best college where you can meet different kinds of people
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",as far concerned college life good place learn life aboutthe faculty knowledgeable help every aspectInfrastructure good enough person survive scrotche weather Trichy on whole good college meet different kind people Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
94,A college moving in the path of innovation,"Our college has always encouraged research by students and faculty. And now with the new Director the main motto of the students is to innovate. The college has decent infrastructure facilities. However the lab facilities are incompetent when compared to most colleges overseas. The hotels are also poorly maintained and could be renovated. The faculty here are highly qualified.
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",our college always encourage research student faculty and new Director main motto student innovate the college decent infrastructure facility however lab facility incompetent compare college overseas the hotel also poorly maintain could renovate the faculty highly qualified Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
95,A college that focuses on holistic development for Students,"From what I have seen in these past few months, I would say that this one of the very few colleges in India which focuses on the overall development of students and not just emphasise on academics. The infrastructure could be improved. The faculty is fairly good. However the hostels should be improved much more. The college has a record of 100% placements almost every year.
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",from I see past month I would say one college India focus overall development student emphasise academic the infrastructure could improved the faculty fairly good however hostel improve much the college record 100 placement almost every year Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
96,A college striving for excellence,"Placed among one of best colleges in India, NIT Trichy never seizes to strive for excellence. The faculty, Deans,the Director and students work with one common goal- To make NIT Trichy the best college in India. Be it academics or sports or any other extra curricular, the college aces it all. Students are given a lot of freedom to explore and innovate which according to me is the main reason for its success.
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",place among one good college India NIT Trichy never seize strive excellence the faculty Deansthe Director student work one common goal to make NIT Trichy good college India be academic sport extra curricular college ace student give lot freedom explore innovate accord main reason success Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
97,A college that has its own advantages and disadvantages,"The college has decent infrastructure facilities. Being a college of National importance I feel that the college can improve its infrastructure much more. The college has some of the best faculty and moderate lab facilities. It is easily one of the best NITs. The college life is also very good taking into account the numerous activities that take place in campus throughout the year. The innumerable clubs in college provides excellent opportunities for everyone to enhance their talents.
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",the college decent infrastructure facility be college national importance I feel college improve infrastructure much the college good faculty moderate lab facility it easily one good nits the college life also good take account numerous activity take place campus throughout year the innumerable club college provide excellent opportunity everyone enhance talent Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
98,A great college to pursue engineering.,"A great place to spend 4 years of college life. NITT helps in overall development of a student.The student crowd is amazing. There are a wide range of Technical clubs and teams where one could pursue his own area of interest. The placements are decent.It has a good infrastructure and proper laboratories. The facilities are mediocre but this helps students to learn on their own.
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",a great place spend 4 year college life NITT help overall development studentThe student crowd amazing there wide range Technical club team one could pursue area interest the placement decentit good infrastructure proper laboratory the facility mediocre help student learn Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
99,The best place for learning and having fun,"The college is known to be one among the best NITs in the country proving to be better than some IITs. Being one of the best of it's kind the college focuses on a holistic development of students and not merely on academcis. Provides various opportuities to develop extra curricular activities and technical knowledge. The infrastructure  and hostels could be better. Other than that it's a great place to learn. The fests are definitely the best part of college life!
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",the college know one among good nit country prove well iit be one good kind college focus holistic development student merely academcis provide various opportuitie develop extra curricular activity technical knowledge the infrastructure hostel could better other great place learn the fest definitely good part college life Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
100,Our college is very active!,"Students get involved in multiple club activities which are completely run by the students, for the students. Our college is never dormant. There'll always be some event or the other....And people from all around Trichy come down and participate in such events. Such club activities teach us time management as well. Learning happens outside classroom as well.
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",student get involve multiple club activity completely run student student our college never dormant there ll always event otherAnd people around Trichy come participate event such club activity teach we time management well Learning happen outside classroom well Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
101,"A dream for many, but reality for few.","Students from all walks of life being introduced to one another in the best possible way. College life is just awesome at NITTRICHY, the amount of freedom you get to taste is just unimaginable. Although you see not anyone  really committed to study all the time as expected but almost everyone scores above 90. Hostel life is pretty decent and no curfew for boys n 24/7 hotels makes it exciting for the male students.
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",student walk life introduce one another good possible way college life awesome nittrichy amount freedom get taste unimaginable although see anyone really commit study time expect almost everyone score 90 Hostel life pretty decent curfew boy n 247 hotel make exciting male student Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
102,One of the best place in India to do B-Tech,"Amazing place to study. Lot of cultural and technical fest s are organized. A large number of active clubs to pursue your interests. High speed internet access at the 24*7 computer center. Apart from this Hostels have WiFi facility. Also no curfew timings from second year on wards (for boys only). The institute follows flexible curriculum. This was started from the 2015-19 batch. Well equipped library and sports center. Vast area. Campus is spread over 800 acres. Excellent placements. Many departments have more than 90% placements. Faculty quality could have been more better. There is scope of huge improvement. Overall, it provides a wonderful B-tech experience.
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",amazing place study Lot cultural technical f organize a large number active club pursue interest high speed internet access 247 computer center Apart Hostels WiFi facility also curfew timing second year ward boy the institute follow flexible curriculum this start 201519 batch well equipped library sport center vast area Campus spread 800 acre excellent placement many department 90 placement faculty quality could well there scope huge improvement overall provide wonderful Btech experience Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
103,Visited a incredible institute in india for first time,"First of all,here faculty in nit trichy are well exprienced and highly intens to teach students..college campus is huge and very attractive....mostly all proffesors have got their degree from abroad and have good exprienced in research area..and one most thing our current director mam has published a cluster of research paper and well known lady..and apart from that.we have sancutry in our campus...here yo wil find several kind of birds.pets and animals...and we have got stunning computer center.bus services..attractive class rooms..and as i am electrical engineering student..i would like to say.in our branch placement ratio is 100%..and average package is 7 lacs per annum...and about hostel life..we have got LED to watch crucial cricket matches ..and we have clean room..gyezer...and there are plenty of flowers in courtyard of hostel..that gives beauty to our hostel...and all hostel wardens are very kind...we get fix our problems,,as we make complian...
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",first allhere faculty nit trichy well exprience highly inten teach studentscollege campus huge attractivemostly proffesor get degree abroad good exprienced research areaand one thing current director mam publish cluster research paper well know ladyand apart thatwe sancutry campushere yo wil find several kind birdspet animalsand get stunning computer centerbus servicesattractive class roomsand electrical engineering studenti would like sayin branch placement ratio 100and average package 7 lac per annumand hostel lifewe get lead watch crucial cricket match clean roomgyezerand plenty flower courtyard hostelthat give beauty hosteland hostel warden kindwe get fix problemsa make complian Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
104,Professors are very hard working and very intended to teach,"Professors are very hard working and very intended to teach.One thing I found awesome in this college is its culture. NITT has its own culture in each aspect.This college is has a very wide bird diversity.Rather I would say that this college is a sanctuary.College infrastructure is very nice and good enough. Labs are nice. One thing I don't like is climate.It is too hot here even in december.But overall I would give 9 out of 10 to this college.
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",professor hard work intend teachone thing I find awesome college culture NITT culture aspectthis college wide bird diversityRather I would say college sanctuarycollege infrastructure nice good enough Labs nice one thing I do not like climateit hot even decemberbut overall I would give 9 10 college Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
105,Heaven for Opportunists,"Studying here you will get a privilege of studying in ""The Best"" NIT of India (according to MHRD rankings 2016) with much standard facilities companred to all other NITs and a feww IITs too. There a plenty of opportunities for pursuing research either in your branch, or in your out of curriculum interest, which will be very much encouraged from the faculty too. College administration has recently revamped the educational system from batch 2015-2019 onwards which gives flexibility for faculty to conduct exams (Yes, you read it right, faculty and students decide when to have exams rather than an old school model of strict schedule). This flexibility might not be in everyone's interest especially when the faculty decides to keep students romancing with books even in the hostels. 

Placemeny Scenario:-
The placement offers are of well standards in the circuital branches (CSE,ECE,EEE etc.,) as they easily land in jobs where they work on what they have studied in engineering.When the case is of non-circuital branches (Metallurgy, Mechanical,Civil, etc.,) the scenario is very different. Many lamd in jobs which is something which they learn only after joining. But these jobs are the most lucrative ones one can get in NITT and so many people will be willing to get placed in such jobs rather than something related to what they have studied.
College Life inside NIT Trichy:-

1)Hostel and Mess:
Hostels are really good compared to what you see in many other NITs and IITs. The best part (atleast for me :p) is that this college provides you with 4 different cuisines of foods - North Indian cuisine Tamil Nadu cuisine,  Andhra cuisine and Kerala cuisine with options of vegetarian and non-vegetarian foods so that you wont miss home food atleast to some extent.

2) Sports:
NIT Trichy has stadiums dedicated for Basketball, Tennis, Badminton, Cricket and Football. It also has a gym, Swimming Pool, Running track and facilities for many indoor games too. The environment of campus will surely intrigue you to take up some sport activity.

3) Clubs and Campus Fests:
This is where majority of students spend their time in by interest and not by a compelling force of ""Mandatory 75% attendance"". You name a club and NIT Trichy has it :D. Clubs and campus fests are what make your memories memorable in the College Life, and these clubs are so encouraged that the administration even funds and encourages everyone to be a part of some club so that the boy/girl entering the campus leaves as a men/women. And the campus fests are organised by the students with professionality that which I have not seen even in top IITs or other premium colleges of India.

But even after having such splendid facilities no one, except you, can make the best out of NITT and that's why its a heaven for opportunists.

NIT Trichy gives you an exposure which can undoubtedly compared to IITs , and plays a major role in carving out the best in you.
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",studying get privilege study the good NIT India accord MHRD ranking 2016 much standard facility companre NITs feww iit there plenty opportunity pursue research either branch curriculum interest much encourage faculty College administration recently revamp educational system batch 20152019 onwards give flexibility faculty conduct exam yes read right faculty student decide exam rather old school model strict schedule this flexibility might everyone interest especially faculty decide keep student romance book even hostel Placemeny Scenario the placement offer well standard circuital branch CSEECEEEE etc easily land job work study engineeringwhen case noncircuital branch Metallurgy MechanicalCivil etc scenario different many lamd job something learn join but job lucrative one one get NITT many people willing get place job rather something relate study College Life inside NIT Trichy 1hostel Mess Hostels really good compare see many NITs iit the good part atleast p college provide 4 different cuisine food North indian cuisine Tamil Nadu cuisine Andhra cuisine Kerala cuisine option vegetarian nonvegetarian food will not miss home food atleast extent 2 sport NIT Trichy stadium dedicated Basketball Tennis Badminton Cricket Football it also gym Swimming Pool run track facility many indoor game the environment campus surely intrigue take sport activity 3 Clubs Campus Fests this majority student spend time interest compelling force Mandatory 75 attendance you name club NIT Trichy D Clubs campus fest make memory memorable College Life club encourage administration even fund encourage everyone part club boygirl enter campus leave menwoman and campus fest organise student professionality I see even top IITs premium college India but even splendid facility one except make good NITT that s heaven opportunist NIT Trichy give exposure undoubtedly compare IITs play major role carve good Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
106,A wonderful and a memorable time spent with friends.,"The college is amongst the top colleges in india and the placements and infrastructure are a true testament to this fact. The faculty are all educated in top institutes around the world and all of them have a strong grasp of their subject content. My personal experiences here were memorable and the student life is fun with some of south Indias top college fests hosted by the college. There will be no shortage of things to do throughout the year with plenty of clubs to keep one busy if academics aren't enough.
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",the college amongst top college india placement infrastructure true testament fact the faculty educate top institute around world strong grasp subject content my personal experience memorable student life fun south Indias top college fest host college there shortage thing throughout year plenty club keep one busy academic be not enough Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
107,Great place and people,"Lot of interesting people in your peer group. Some senior profs are very good, remaining make you question the system. Competition gradually builds up in third year and will help you learn. Hostels are disappointing, given the remote location and arid terrain. Placement department does a lot of work to ensure everyone is placed, though you may not get what you dreamed of. The fests develop bonding and organizational skills.
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",lot interesting people peer group some senior profs good remain make question system competition gradually build third year help learn Hostels disappointing give remote location arid terrain placement department lot work ensure everyone place though may get dream the fest develop bond organizational skill Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
108,Transformation of a boy to man.,"A campus of 800 acres with different types of hostels for B.tech, M.tech, Ph.D., MCA, MBA and girls hostels are made.
IOT lab, Library, Orion, OAT, various Department buildings and our emblem The Clock Tower.
Many symposiums are conducted by the respective departments which have many competitions with rewards, many internships are received through the college, guest lectures are organized during fests like Pragyan, link with PSU like BHEL, Faculties are involved in many corporate projects. Friends and hostel made my college life enjoyable. Currently in 2nd year so no placement offers as of now, Confident to get one. Regular water and electricity supply is provided in the hostel. They should have better communication and explaining skills. Students from every part of India and the world form the student crowd of our institution which justifies the statement ""Unity in Diversity"". The fees are really worth as compared to other premier institutes. Many Scholarships are also provided.
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",a campus 800 acre different type hostel Btech Mtech phd MCA MBA girl hostel make IOT lab Library Orion OAT various Department building emblem the Clock Tower many symposium conduct respective department many competition reward many internship receive college guest lecture organized fest like Pragyan link psu like BHEL faculty involve many corporate project Friends hostel make college life enjoyable currently 2nd year placement offer confident get one regular water electricity supply provide hostel they well communication explain skill Students every part India world form student crowd institution justifie statement Unity Diversity the fee really worth compare premier institutes many Scholarships also provide Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
109,Days to remember,"A very good institution with top class faculty members aiding in the academic development of the students.The institute also lays focus upon extra curricular activities as well.Be it sports or college fests,NITT stands a cut above the rest of the institutions.

Also,NITT's alumni are present all around the world,who guide their juniors and support when it comes to placements and internships.NITT also has a long list of distinguished alumni who've made a huge impact in the field of tech as well on the society.

Coming to the life in the campus,students get a lot of opportunities and good platforms to exhibit their skills.The student run clubs and interest groups help the students to improve as well.From non technical clubs like social responsibility,music,dance clubs to technical clubs,students get an opportunity to focus on extra curricular activities as well.

One best thing that you can point out here is that is,the batch of seniors you get.They guide the juniors in the best way possible,and you get to learn a lot from them.

NITT also boasts a wide range of fests that are organized in the campus throughout the calendar year,these fests attract a lot of students from other institutions as well.These also help in the overall development of the students.Moreover,these fests are  completely run by the students entirely,from organizing to marketing,the entire fest is managed by the student community.

All these constitute the student life in the campus and there's much more here to explore!!
							   

											
Infrastructure
													



Placements
													



Academics
													



Value for Money
													



Campus Life
													



Industry Exposure
													



Student Crowd
													



Hostel",a good institution top class faculty member aid academic development studentsThe institute also lay focus upon extra curricular activity wellBe sport college festsNITT stand cut rest institution alsonitts alumnus present around worldwho guide junior support come placement internshipsNITT also long list distinguished alumnus who ve make huge impact field tech well society come life campusstudent get lot opportunity good platform exhibit skillsthe student run club interest group help student improve wellfrom non technical club like social responsibilitymusicdance club technical clubsstudent get opportunity focus extra curricular activity well one good thing point isthe batch senior getthey guide junior good way possibleand get learn lot NITT also boast wide range fest organize campus throughout calendar yearthese fest attract lot student institution wellThese also help overall development studentsmoreoverthese fest completely run student entirelyfrom organize marketingthe entire f manage student you all constitute student life campus there s much explore Infrastructure Placements Academics Value Money Campus Life Industry Exposure Student crowd Hostel
